Name,Position,Roster Position,TeamAbbrev,Week1_Salary,Week1_%Drafted,Week1_FPTS,Week2_Salary
Justin Jefferson,WR,WR/FLEX,MIN,8800.0,25.71%,27.0,9200
Christian McCaffrey,RB,RB/FLEX,SF,8700.0,7.35%,28.9,8900
Tyreek Hill,WR,WR/FLEX,MIA,8200.0,25.17%,47.5,8800
Austin Ekeler,RB,RB/FLEX,LAC,8400.0,17.03%,29.4,8700
Patrick Mahomes,QB,QB,KC,8100,,20.54,8300
Nick Chubb,RB,RB/FLEX,CLE,8200.0,5.63%,19.7,8100
Stefon Diggs,WR,WR/FLEX,BUF,7100,,29.2,8000
Saquon Barkley,RB,RB/FLEX,NYG,8100,,9.3,8000
Bijan Robinson,RB,RB/FLEX,ATL,8000.0,7.35%,20.3,7900
Josh Allen,QB,QB,BUF,7300,,13.04,7900
Ja'Marr Chase,WR,WR/FLEX,CIN,8100.0,13.20%,9.1,7900
Jalen Hurts,QB,QB,PHI,7800.0,8.59%,13.5,7800
Amon-Ra St. Brown,WR,WR/FLEX,DET,7500,,19.1,7800
A.J. Brown,WR,WR/FLEX,PHI,7600.0,6.85%,14.9,7700
Lamar Jackson,QB,QB,BAL,8000.0,6.82%,8.56,7700
CeeDee Lamb,WR,WR/FLEX,DAL,7800,,11.7,7700
Davante Adams,WR,WR/FLEX,LV,7900.0,4.70%,12.6,7600
Travis Kelce,TE,TE/FLEX,KC,0,,0.0,7600
Justin Fields,QB,QB,CHI,7700.0,4.09%,16.54,7600
Tony Pollard,RB,RB/FLEX,DAL,7500,,22.2,7500
Garrett Wilson,WR,WR/FLEX,NYJ,6900,,14.4,7500
Derrick Henry,RB,RB/FLEX,TEN,7800.0,7.22%,13.9,7400
Jaylen Waddle,WR,WR/FLEX,MIA,7100.0,8.45%,11.8,7400
DeVonta Smith,WR,WR/FLEX,PHI,7200.0,4.30%,17.7,7300
Calvin Ridley,WR,WR/FLEX,JAX,6500.0,15.09%,27.1,7200
Josh Jacobs,RB,RB/FLEX,LV,7700.0,8.05%,9.1,7100
Keenan Allen,WR,WR/FLEX,LAC,7300.0,11.95%,14.2,7100
Tua Tagovailoa,QB,QB,MIA,6700.0,5.83%,32.14,7100
DK Metcalf,WR,WR/FLEX,SEA,7000.0,7.67%,13.7,7000
Justin Herbert,QB,QB,LAC,6900.0,13.64%,20.92,7000
Joe Burrow,QB,QB,CIN,7100.0,4.30%,3.18,6900
Travis Etienne Jr.,RB,RB/FLEX,JAX,6900.0,9.69%,21.4,6900
Chris Olave,WR,WR/FLEX,NO,6500.0,15.03%,22.2,6900
Trevor Lawrence,QB,QB,JAX,6500.0,9.86%,18.74,6700
DeAndre Hopkins,WR,WR/FLEX,TEN,6900.0,2.35%,13.5,6700
Rhamondre Stevenson,RB,RB/FLEX,NE,7000.0,1.47%,14.9,6700
Aaron Jones,RB,RB/FLEX,GB,6300.0,16.21%,26.7,6600
Dak Prescott,QB,QB,DAL,6600,,6.32,6600
Jerry Jeudy,WR,WR/FLEX,DEN,6600.0,0.08%,0.0,6600
Kirk Cousins,QB,QB,MIN,6300.0,6.87%,22.46,6500
Joe Mixon,RB,RB/FLEX,CIN,6800.0,10.49%,10.3,6500
Tee Higgins,WR,WR/FLEX,CIN,6800.0,3.51%,0.0,6400
Aaron Rodgers,QB,QB,NYJ,6000,,0.0,6400
Mark Andrews,TE,TE/FLEX,BAL,6200.0,0.29%,0.0,6300
Jahmyr Gibbs,RB,RB/FLEX,DET,6100,,8.0,6300
Anthony Richardson,QB,QB,IND,5600.0,4.27%,21.92,6300
Michael Pittman Jr.,WR,WR/FLEX,IND,6200.0,2.71%,23.7,6300
Jared Goff,QB,QB,DET,6000,,14.02,6200
Mike Evans,WR,WR/FLEX,TB,6300.0,4.67%,18.6,6200
James Conner,RB,RB/FLEX,ARI,6400.0,2.28%,12.0,6200
Deshaun Watson,QB,QB,CLE,6000.0,4.07%,21.66,6200
Alexander Mattison,RB,RB/FLEX,MIN,6500.0,4.98%,13.4,6100
T.J. Hockenson,TE,TE/FLEX,MIN,5900.0,8.08%,11.5,6100
James Cook,RB,RB/FLEX,BUF,5700,,10.3,6100
Tyler Lockett,WR,WR/FLEX,SEA,6700.0,5.46%,3.0,6100
Chris Godwin,WR,WR/FLEX,TB,5900.0,13.24%,10.1,6000
Daniel Jones,QB,QB,NYG,5800,,6.46,6000
Dalvin Cook,RB,RB/FLEX,NYJ,6000,,8.9,6000
AJ Dillon,RB,RB/FLEX,GB,5200.0,1.70%,5.6,5900
Christian Watson,WR,WR/FLEX,GB,6000.0,0.16%,0.0,5900
Geno Smith,QB,QB,SEA,6100.0,5.67%,9.08,5900
Breece Hall,RB,RB/FLEX,NYJ,5500,,18.7,5900
Gabe Davis,WR,WR/FLEX,BUF,5100,,5.2,5800
Kenneth Walker III,RB,RB/FLEX,SEA,6000.0,10.23%,10.7,5800
David Montgomery,RB,RB/FLEX,DET,5700,,13.4,5800
Brandon Aiyuk,WR,WR/FLEX,SF,4900.0,5.60%,35.9,5800
Russell Wilson,QB,QB,DEN,5900.0,3.18%,15.18,5800
Raheem Mostert,RB,RB/FLEX,MIA,5400.0,17.08%,13.0,5800
Najee Harris,RB,RB/FLEX,PIT,6100.0,2.05%,5.3,5800
Isiah Pacheco,RB,RB/FLEX,KC,5900,,9.4,5700
Mike Williams,WR,WR/FLEX,LAC,5700.0,15.94%,8.5,5700
Brock Purdy,QB,QB,SF,5400.0,1.51%,17.8,5700
Cam Akers,RB,RB/FLEX,LAR,6200.0,6.89%,8.9,5700
Terry McLaurin,WR,WR/FLEX,WAS,6400.0,2.53%,5.1,5700
Amari Cooper,WR,WR/FLEX,CLE,5800.0,8.62%,6.7,5700
Dameon Pierce,RB,RB/FLEX,HOU,5800.0,3.33%,6.7,5600
Matthew Stafford,QB,QB,LAR,5700.0,0.61%,17.46,5600
Deebo Samuel,WR,WR/FLEX,SF,5500.0,9.85%,11.3,5600
Javonte Williams,RB,RB/FLEX,DEN,5700.0,5.85%,9.7,5600
Jordan Love,QB,QB,GB,5000.0,1.53%,23.0,5500
Tyler Allgeier,RB,RB/FLEX,ATL,5400.0,0.71%,24.4,5500
Rachaad White,RB,RB/FLEX,TB,5500.0,9.02%,6.9,5500
DJ Moore,WR,WR/FLEX,CHI,6100.0,6.18%,4.5,5500
Darren Waller,TE,TE/FLEX,NYG,5100,,6.6,5500
Miles Sanders,RB,RB/FLEX,CAR,5600.0,5.34%,12.8,5500
Damien Harris,RB,RB/FLEX,BUF,5000,,3.9,5400
Khalil Herbert,RB,RB/FLEX,CHI,5300.0,4.73%,11.4,5400
Allen Lazard,WR,WR/FLEX,NYJ,4600,,6.6,5400
Sam Howell,QB,QB,WAS,4900.0,5.81%,17.18,5400
Courtland Sutton,WR,WR/FLEX,DEN,5200.0,9.62%,13.2,5400
Derek Carr,QB,QB,NO,5300.0,5.58%,18.6,5400
Jamaal Williams,RB,RB/FLEX,NO,5100.0,16.80%,7.2,5400
Kenneth Gainwell,RB,RB/FLEX,PHI,4200.0,0.53%,11.4,5300
Jordan Addison,WR,WR/FLEX,MIN,5100.0,3.32%,16.1,5300
Jimmy Garoppolo,QB,QB,LV,5300.0,0.72%,16.1,5300
Jakobi Meyers,WR,WR/FLEX,LV,4800.0,1.27%,29.1,5300
Gus Edwards,RB,RB/FLEX,BAL,4500.0,0.43%,5.2,5300
George Kittle,TE,TE/FLEX,SF,5700.0,1.09%,4.9,5300
Michael Thomas,WR,WR/FLEX,NO,5100.0,10.34%,11.1,5300
C.J. Stroud,QB,QB,HOU,5400.0,0.29%,11.68,5200
Brandin Cooks,WR,WR/FLEX,DAL,5000,,4.2,5200
Brian Robinson Jr.,RB,RB/FLEX,WAS,5100.0,8.24%,13.6,5200
Mac Jones,QB,QB,NE,5100.0,0.25%,28.14,5200
Ezekiel Elliott,RB,RB/FLEX,NE,5200.0,1.55%,8.3,5200
Bryce Young,QB,QB,CAR,5500.0,0.74%,9.54,5200
Rashod Bateman,WR,WR/FLEX,BAL,5300.0,1.63%,6.5,5100
Gardner Minshew II,QB,QB,IND,4900.0,0.01%,0.0,5100
Christian Kirk,WR,WR/FLEX,JAX,5600.0,9.15%,1.9,5100
Baker Mayfield,QB,QB,TB,4900.0,3.08%,16.02,5100
Samaje Perine,RB,RB/FLEX,DEN,5100.0,1.93%,11.8,5100
Kenny Pickett,QB,QB,PIT,5200.0,1.04%,11.68,5100
George Pickens,WR,WR/FLEX,PIT,5000.0,5.71%,8.6,5100
Desmond Ridder,QB,QB,ATL,4900.0,0.80%,8.9,5000
Drake London,WR,WR/FLEX,ATL,5400.0,7.76%,0.0,5000
Zay Flowers,WR,WR/FLEX,BAL,4000.0,7.09%,17.7,5000
Ryan Tannehill,QB,QB,TEN,5200.0,0.32%,5.42,5000
Joshua Kelley,RB,RB/FLEX,LAC,4900.0,0.13%,15.1,5000
Joshua Dobbs,QB,QB,ARI,4600.0,0.24%,2.98,5000
Matt Breida,RB,RB/FLEX,NYG,4800,,1.6,5000
Isaiah Hodgins,WR,WR/FLEX,NYG,4800,,2.4,5000
Kyren Williams,RB,RB/FLEX,LAR,4100.0,0.05%,17.4,5000
Diontae Johnson,WR,WR/FLEX,PIT,5300.0,4.08%,7.8,5000
Kyle Allen,QB,QB,BUF,0,,0.0,4900
Justice Hill,RB,RB/FLEX,BAL,4000.0,0.03%,12.9,4900
Deon Jackson,RB,RB/FLEX,IND,4100.0,10.16%,5.8,4900
Roschon Johnson,RB,RB/FLEX,CHI,4500.0,0.08%,17.5,4900
Tyrod Taylor,QB,QB,NYG,4800,,0.24,4900
Marquise Brown,WR,WR/FLEX,ARI,5200.0,0.54%,8.7,4900
Puka Nacua,WR,WR/FLEX,LAR,3000.0,0.80%,24.9,4900
Zach Wilson,QB,QB,NYJ,4600,,9.2,4900
Jahan Dotson,WR,WR/FLEX,WAS,5000.0,7.77%,9.0,4900
D'Andre Swift,RB,RB/FLEX,PHI,5400.0,3.79%,1.3,4800
Patrick Taylor,RB,RB/FLEX,GB,4000.0,0.01%,2.2,4800
Romeo Doubs,WR,WR/FLEX,GB,4400.0,0.74%,18.6,4800
Nico Collins,WR,WR/FLEX,HOU,4700.0,2.25%,14.0,4800
Evan Engram,TE,TE/FLEX,JAX,4700.0,5.91%,9.9,4800
Trey Lance,QB,QB,DAL,4700.0,0.00%,0.0,4800
Michael Carter,RB,RB/FLEX,NYJ,4500,,3.8,4800
Rico Dowdle,RB,RB/FLEX,DAL,4700,,2.4,4800
Antonio Gibson,RB,RB/FLEX,WAS,5200.0,4.51%,1.9,4800
De'Von Achane,RB,RB/FLEX,MIA,4900.0,0.12%,0.0,4800
Jameis Winston,QB,QB,NO,4800.0,0.01%,0.0,4800
Chuba Hubbard,RB,RB/FLEX,CAR,5000.0,0.22%,8.9,4800
Marcus Mariota,QB,QB,PHI,4700.0,0.00%,0.0,4700
Dallas Goedert,TE,TE/FLEX,PHI,5000.0,5.18%,0.0,4700
Taylor Heinicke,QB,QB,ATL,4700.0,0.00%,0.0,4700
Odell Beckham Jr.,WR,WR/FLEX,BAL,5000.0,3.64%,5.7,4700
Zack Moss,RB,RB/FLEX,IND,4200.0,0.01%,0.0,4700
Devin Singletary,RB,RB/FLEX,HOU,4700.0,0.51%,1.5,4700
Tank Bigsby,RB,RB/FLEX,JAX,5000.0,0.46%,6.3,4700
Zay Jones,WR,WR/FLEX,JAX,4500.0,3.47%,16.5,4700
Easton Stick,QB,QB,LAC,4600.0,0.00%,0.0,4700
Will Levis,QB,QB,TEN,4700.0,0.00%,0.0,4700
Tutu Atwell,WR,WR/FLEX,LAR,3000.0,2.85%,20.9,4700
Cooper Rush,QB,QB,DAL,4500,,0.0,4700
Deuce Vaughn,RB,RB/FLEX,DAL,4600,,0.8,4700
Jacoby Brissett,QB,QB,WAS,4800.0,0.00%,0.0,4700
JuJu Smith-Schuster,WR,WR/FLEX,NE,4800.0,2.87%,7.3,4700
Tony Jones Jr.,RB,RB/FLEX,NO,4500.0,0.02%,0.5,4700
Ty Chandler,RB,RB/FLEX,MIN,4600.0,0.08%,2.8,4600
Josh Johnson,QB,QB,BAL,4000.0,,0.0,4600
Tyler Huntley,QB,QB,BAL,4800.0,0.00%,0.0,4600
Teddy Bridgewater,QB,QB,DET,4600,,0.0,4600
Davis Mills,QB,QB,HOU,4600.0,0.00%,0.0,4600
Robert Woods,WR,WR/FLEX,HOU,5000.0,0.47%,11.7,4600
Jerick McKinnon,RB,RB/FLEX,KC,5100,,2.0,4600
Kadarius Toney,WR,WR/FLEX,KC,5100,,1.0,4600
D'Onta Foreman,RB,RB/FLEX,CHI,5500.0,0.51%,4.4,4600
Tyjae Spears,RB,RB/FLEX,TEN,4900.0,0.10%,3.8,4600
Clayton Tune,QB,QB,ARI,4000.0,0.00%,0.0,4600
Sam Darnold,QB,QB,SF,4600.0,0.00%,-0.2,4600
Elijah Mitchell,RB,RB/FLEX,SF,5000.0,0.14%,1.0,4600
Tyler Higbee,TE,TE/FLEX,LAR,4800.0,8.99%,7.9,4600
Mike White,QB,QB,MIA,4600.0,0.00%,0.0,4600
Andy Dalton,QB,QB,CAR,4600.0,0.00%,0.0,4600
Mitch Trubisky,QB,QB,PIT,4600.0,0.00%,0.0,4600
Jaylen Warren,RB,RB/FLEX,PIT,4600.0,0.40%,6.8,4600
Cordarrelle Patterson,RB,RB/FLEX,ATL,5000.0,0.05%,0.0,4500
Brian Hoyer,QB,QB,LV,4000.0,,0.0,4500
Latavius Murray,RB,RB/FLEX,BUF,4300,,2.7,4500
Zach Charbonnet,RB,RB/FLEX,SEA,4800.0,0.64%,1.1,4500
Jaxon Smith-Njigba,WR,WR/FLEX,SEA,4900.0,1.30%,4.3,4500
Marquez Valdes-Scantling,WR,WR/FLEX,KC,4500,,6.8,4500
Kyle Trask,QB,QB,TB,4600.0,0.00%,0.0,4500
Treylon Burks,WR,WR/FLEX,TEN,5000.0,0.68%,4.7,4500
Gary Brightwell,RB,RB/FLEX,NYG,4000,,3.1,4500
Bailey Zappe,QB,QB,NE,4500.0,0.00%,0.0,4500
Salvon Ahmed,RB,RB/FLEX,MIA,4000.0,0.09%,1.1,4500
Dorian Thompson-Robinson,QB,QB,CLE,4000.0,0.00%,0.0,4500
Nick Mullens,QB,QB,MIN,4400.0,,0.0,4400
Boston Scott,RB,RB/FLEX,PHI,4400.0,0.07%,2.0,4400
Sean Clifford,QB,QB,GB,4000.0,,0.0,4400
Zamir White,RB,RB/FLEX,LV,4800.0,0.12%,1.7,4400
Jake Browning,QB,QB,CIN,4000.0,0.00%,-0.1,4400
Melvin Gordon III,RB,RB/FLEX,BAL,4600.0,0.23%,0.0,4400
Drew Lock,QB,QB,SEA,4200.0,0.00%,0.0,4400
Evan Hull,RB,RB/FLEX,IND,4000.0,0.30%,1.7,4400
Blaine Gabbert,QB,QB,KC,4400,,0.0,4400
Nathan Peterman,QB,QB,CHI,4000.0,,0.0,4400
Darnell Mooney,WR,WR/FLEX,CHI,4500.0,1.25%,15.3,4400
Cole Kmet,TE,TE/FLEX,CHI,4400.0,1.99%,9.4,4400
Darius Slayton,WR,WR/FLEX,NYG,4200,,4.5,4400
Stetson Bennett,QB,QB,LAR,4000.0,0.00%,0.0,4400
Brett Rypien,QB,QB,LAR,4000.0,,0.0,4400
Jarrett Stidham,QB,QB,DEN,4700.0,,0.0,4400
Kendre Miller,RB,RB/FLEX,NO,4300.0,0.01%,0.0,4400
Myles Gaskin,RB,RB/FLEX,MIN,4000.0,0.01%,0.0,4300
Trayveon Williams,RB,RB/FLEX,CIN,4000.0,0.00%,0.7,4300
Jake Funk,RB,RB/FLEX,IND,4000.0,0.00%,3.2,4300
C.J. Beathard,QB,QB,JAX,4200.0,,0.0,4300
Clyde Edwards-Helaire,RB,RB/FLEX,KC,4400,,3.9,4300
Sean Tucker,RB,RB/FLEX,TB,4300.0,0.07%,4.4,4300
Keaontay Ingram,RB,RB/FLEX,ARI,4600.0,0.02%,-0.4,4300
Van Jefferson,WR,WR/FLEX,LAR,4700.0,3.31%,6.4,4300
Israel Abanikanda,RB,RB/FLEX,NYJ,4000,,0.0,4300
Kendrick Bourne,WR,WR/FLEX,NE,3300.0,2.40%,24.4,4300
Kyle Pitts,TE,TE/FLEX,ATL,4500.0,3.55%,6.4,4200
Mike Boone,RB,RB/FLEX,HOU,4000.0,0.00%,4.8,4200
Jordan Mason,RB,RB/FLEX,SF,4700.0,0.01%,0.0,4200
Michael Gallup,WR,WR/FLEX,DAL,4100,,2.0,4200
Jerome Ford,RB,RB/FLEX,CLE,4200.0,0.04%,2.6,4200
K.J. Osborn,WR,WR/FLEX,MIN,4300.0,2.35%,6.1,4100
Chris Evans,RB,RB/FLEX,CIN,4300.0,0.04%,2.1,4100
DeeJay Dallas,RB,RB/FLEX,SEA,4100.0,0.03%,2.8,4100
Skyy Moore,WR,WR/FLEX,KC,4300,,0.4,4100
Chase Edmonds,RB,RB/FLEX,TB,4200.0,0.07%,0.8,4100
Gerald Everett,TE,TE/FLEX,LAC,4300.0,5.40%,4.3,4100
49ers ,DST,DST,SF,3800.0,2.22%,13.0,4100
DeVante Parker,WR,WR/FLEX,NE,4100.0,0.03%,0.0,4100
Rashid Shaheed,WR,WR/FLEX,NO,3700.0,1.01%,20.0,4100
David Njoku,TE,TE/FLEX,CLE,4200.0,9.57%,4.4,4100
Tanner McKee,QB,QB,PHI,4000.0,,0.0,4000
Jaren Hall,QB,QB,MIN,4000.0,0.00%,0.0,4000
Rashaad Penny,RB,RB/FLEX,PHI,5000.0,0.21%,0.0,4000
C.J. Ham,RB,RB/FLEX,MIN,4000.0,0.00%,2.7,4000
Trey Sermon,RB,RB/FLEX,PHI,4000.0,,0.0,4000
Kene Nwangwu,RB,RB/FLEX,MIN,4000.0,,0.0,4000
DeWayne McBride,RB,RB/FLEX,MIN,4000.0,0.00%,0.0,4000
Alex McGough,QB,QB,GB,4000.0,,0.0,4000
Logan Woodside,QB,QB,ATL,4000.0,,0.0,4000
Emanuel Wilson,RB,RB/FLEX,GB,4000.0,0.01%,0.0,4000
Henry Pearson,RB,RB/FLEX,GB,4000.0,,0.0,4000
Godwin Igwebuike,RB,RB/FLEX,ATL,4000.0,0.00%,0.0,4000
Avery Williams,RB,RB/FLEX,ATL,4000.0,,0.0,4000
B.J. Baylor,RB,RB/FLEX,ATL,4000.0,0.00%,0.0,4000
Keith Smith,RB,RB/FLEX,ATL,4000.0,0.00%,0.0,4000
Aidan O'Connell,QB,QB,LV,4000.0,0.00%,0.0,4000
Shane Buechele,QB,QB,BUF,4000,,0.0,4000
Ameer Abdullah,RB,RB/FLEX,LV,4100.0,0.03%,0.0,4000
Brandon Bolden,RB,RB/FLEX,LV,4000.0,0.00%,0.0,4000
Brittain Brown,RB,RB/FLEX,LV,4000.0,,0.0,4000
Austin Walter,RB,RB/FLEX,LV,4000.0,,0.0,4000
Jakob Johnson,RB,RB/FLEX,LV,4000.0,0.00%,0.0,4000
Sincere McCormick,RB,RB/FLEX,LV,4000.0,,0.0,4000
Nyheim Hines,RB,RB/FLEX,BUF,4000,,0.0,4000
Reggie Gilliam,RB,RB/FLEX,BUF,4000,,0.0,4000
