RK,NAME,TEAM,POS,WK,OPP,RECEIVING_TGTS,RECEIVING_REC,CATCH%,RECEIVING_YDS,RECEIVING_TD,LONG,YDS/TGT,YDS/REC,RUSHING_ATT,RUSHING_YDS,RUSHING_AVG,RUSHING_TD,FUMBLES,FUMBLES_LOST,FPTS
22,Sam LaPorta,DET,TE,3,BAL,4,4,100.0,33,0,14,8.2,8.2,0,0,,0,0,0,7.3
23,Tyler Warren,IND,TE,3,TEN,5,3,60.0,38,0,17,7.6,12.7,0,0,,0,0,0,6.8
24,Zach Ertz,WAS,TE,3,LV,3,3,100.0,38,0,19,12.7,12.7,0,0,,0,0,0,6.8
25,Travis Kelce,KC,TE,3,NYG,7,4,57.1,26,0,13,3.7,6.5,0,0,,0,0,0,6.6
26,Tucker Kraft,GB,TE,3,CLE,4,3,75.0,29,0,18,7.2,9.7,0,0,,0,0,0,5.9
27,Mason Taylor,NYJ,TE,3,TB,6,4,66.7,18,0,10,3.0,4.5,0,0,,0,0,0,5.8
28,Gunnar Helm,TEN,TE,3,IND,3,3,100.0,27,0,11,9.0,9.0,0,0,,0,0,0,5.7
29,Noah Fant,CIN,TE,3,MIN,5,5,100.0,26,0,10,5.2,5.2,0,0,,0,1,1,5.6
30,Harold Fannin Jr.,CLE,TE,3,GB,4,3,75.0,25,0,13,6.2,8.3,0,0,,0,0,0,5.5
31,Jonnu Smith,PIT,TE,3,NE,3,3,100.0,23,0,21,7.7,7.7,0,0,,0,1,0,5.3
32,Austin Hooper,NE,TE,3,PIT,3,2,66.7,28,0,16,9.3,14.0,0,0,,0,0,0,4.8
33,Noah Gray,KC,TE,3,NYG,6,3,50.0,17,0,10,2.8,5.7,0,0,,0,0,0,4.7
34,Charlie Kolar,BAL,TE,3,DET,3,2,66.7,22,0,15,7.3,11.0,0,0,,0,0,0,4.2
35,Colston Loveland,CHI,TE,3,DAL,3,1,33.3,31,0,31,10.3,31.0,0,0,,0,0,0,4.1
36,Jake Tonges,SF,TE,3,ARI,3,2,66.7,21,0,11,7.0,10.5,0,0,,0,0,0,4.1
37,Tommy Tremble,CAR,TE,3,ATL,2,2,100.0,16,0,12,8.0,8.0,0,0,,0,0,0,3.6
38,AJ Barner,SEA,TE,3,NO,1,1,100.0,23,0,23,23.0,23.0,0,0,,0,0,0,3.3
39,Hunter Long,JAX,TE,3,HOU,3,2,66.7,12,0,7,4.0,6.0,0,0,,0,0,0,3.2
40,Ja'Tavion Sanders,CAR,TE,3,ATL,2,2,100.0,11,0,7,5.5,5.5,0,0,,0,0,0,3.1
41,Tip Reiman,ARI,TE,3,SF,3,2,66.7,8,0,6,2.7,4.0,0,0,,0,0,0,2.8
42,Tanner Conner,MIA,TE,3,BUF,2,1,50.0,13,0,13,6.5,13.0,0,0,,0,0,0,2.3
43,Eric Saubert,SEA,TE,3,NO,1,1,100.0,12,0,12,12.0,12.0,0,0,,0,0,0,2.2
44,Theo Johnson,NYG,TE,3,KC,2,1,50.0,10,0,10,5.0,10.0,0,0,,0,0,0,2.0
45,Mitchell Evans,CAR,TE,3,ATL,1,1,100.0,9,0,9,9.0,9.0,0,0,,0,0,0,1.9
46,Lucas Krull,DEN,TE,3,LAC,2,1,50.0,9,0,9,4.5,9.0,0,0,,0,0,0,1.9
47,Chris Manhertz,NYG,TE,3,KC,1,1,100.0,7,0,7,7.0,7.0,0,0,,0,0,0,1.7
48,Elijah Higgins,ARI,TE,3,SF,1,1,100.0,7,0,7,7.0,7.0,0,0,,0,0,0,1.7
49,Johnny Mundt,JAX,TE,3,HOU,1,1,100.0,7,0,7,7.0,7.0,0,0,,0,0,0,1.7
50,Daniel Bellinger,NYG,TE,3,KC,1,1,100.0,6,0,6,6.0,6.0,0,0,,0,0,0,1.6
51,Mike Gesicki,CIN,TE,3,MIN,3,1,33.3,6,0,6,2.0,6.0,0,0,,0,0,0,1.6
52,Cam Grandy,CIN,TE,3,MIN,1,1,100.0,6,0,6,6.0,6.0,0,0,,0,1,0,1.6
53,Pat Freiermuth,PIT,TE,3,NE,3,1,33.3,6,0,6,2.0,6.0,0,0,,0,0,0,1.6
54,Luke Schoonmaker,DAL,TE,3,CHI,1,1,100.0,5,0,5,5.0,5.0,0,0,,0,0,0,1.5
55,Julian Hill,MIA,TE,3,BUF,1,1,100.0,4,0,4,4.0,4.0,0,0,,0,0,0,1.4
56,Davis Allen,LAR,TE,3,PHI,1,1,100.0,3,0,3,3.0,3.0,0,0,,0,0,0,1.3
57,Charlie Woerner,ATL,TE,3,CAR,1,1,100.0,-5,0,-5,-5.0,-5.0,0,0,,0,0,0,0.5
58,Ben Sinnott,WAS,TE,3,LV,0,0,,0,0,0,,,0,0,,0,0,0,0.0
59,David Martin-Robinson,TEN,TE,3,IND,0,0,,0,0,0,,,0,0,,0,0,0,0.0
60,Mo Alie-Cox,IND,TE,3,TEN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
61,Kylen Granson,PHI,TE,3,LAR,0,0,,0,0,0,,,0,0,,0,0,0,0.0
62,Colby Parkinson,LAR,TE,3,PHI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
63,Cameron Latu,PHI,TE,3,LAR,0,0,,0,0,0,,,0,0,,0,0,0,0.0
64,Tyler Higbee,LAR,TE,3,PHI,2,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
65,Grant Calcaterra,PHI,TE,3,LAR,0,0,,0,0,0,,,0,0,,0,0,0,0.0
66,Elijah Arroyo,SEA,TE,3,NO,1,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
67,Treyton Welch,NO,TE,3,SEA,0,0,,0,0,0,,,0,0,,0,0,0,0.0
68,Zaire Mitchell-Paden,BAL,TE,3,DET,0,0,,0,0,0,,,0,0,,0,0,0,0.0
69,Ross Dwelley,DET,TE,3,BAL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
70,Brock Wright,DET,TE,3,BAL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
71,Robert Tonyan,KC,TE,3,NYG,0,0,,0,0,0,,,0,0,,0,0,0,0.0
72,Darnell Washington,PIT,TE,3,NE,0,0,,0,0,0,,,0,0,,0,0,0,0.0
73,Connor Heyward,PIT,TE,3,NE,0,0,,0,0,0,,,0,0,,0,0,0,0.0
74,Jeremy Ruckert,NYJ,TE,3,TB,0,0,,0,0,0,,,0,0,,0,0,0,0.0
75,Stone Smartt,NYJ,TE,3,TB,0,0,,0,0,0,,,0,0,,0,0,0,0.0
76,Cade Otton,TB,TE,3,NYJ,0,0,,0,0,0,,,0,0,,0,0,0,0.0
77,Ko Kieft,TB,TE,3,NYJ,0,0,,0,0,0,,,0,0,,0,0,0,0.0
78,Payne Durham,TB,TE,3,NYJ,0,0,,0,0,0,,,0,0,,0,0,0,0.0
79,Dawson Knox,BUF,TE,3,MIA,0,0,,0,0,0,,,0,0,,0,0,0,0.0
80,Quintin Morris,JAX,TE,3,HOU,0,0,,0,0,0,,,0,0,,0,0,0,0.0
81,Harrison Bryant,HOU,TE,3,JAX,0,0,,0,0,0,,,0,0,,0,0,0,0.0
82,Feleipe Franks,ATL,TE,3,CAR,0,0,,0,0,0,,,0,0,,0,0,0,0.0
83,Teagan Quitoriano,ATL,TE,3,CAR,0,0,,0,0,0,,,0,0,,0,0,0,0.0
84,Drew Ogletree,IND,TE,3,TEN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
85,Michael Mayer,LV,TE,3,WAS,1,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
86,Ian Thomas,LV,TE,3,WAS,0,0,,0,0,0,,,0,0,,0,0,0,0.0
87,Colson Yankoff,WAS,TE,3,LV,0,0,,0,0,0,,,0,0,,0,0,0,0.0
88,Tyler Conklin,LAC,TE,3,DEN,2,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
89,Nate Adkins,DEN,TE,3,LAC,0,0,,0,0,0,,,0,0,,0,0,0,0.0
90,Tucker Fisk,LAC,TE,3,DEN,1,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
91,Adam Trautman,DEN,TE,3,LAC,0,0,,0,0,0,,,0,0,,0,0,0,0.0
92,Brevyn Spann-Ford,DAL,TE,3,CHI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
93,Durham Smythe,CHI,TE,3,DAL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
94,Ben Yurosek,MIN,TE,3,CIN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
95,Travis Vokolek,ARI,TE,3,SF,0,0,,0,0,0,,,0,0,,0,0,0,0.0
96,Luke Farrell,SF,TE,3,ARI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
97,Brayden Willis,SF,TE,3,ARI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
98,Blake Whiteheart,CLE,TE,3,GB,0,0,,0,0,0,,,0,0,,0,0,0,0.0
99,Luke Musgrave,GB,TE,3,CLE,0,0,,0,0,0,,,0,0,,0,0,0,0.0
100,Ben Sims,GB,TE,3,CLE,0,0,,0,0,0,,,0,0,,0,0,0,0.0
1,Dallas Goedert,PHI,TE,4,TB,4,4,100.0,37,2,22,9.2,9.2,0,0,,0,0,0,19.7
2,Tyler Warren,IND,TE,4,LAR,6,5,83.3,70,0,24,11.7,14.0,2,3,1.5,1,0,0,18.3
3,Kyle Pitts Sr.,ATL,TE,4,WAS,5,5,100.0,70,1,26,14.0,14.0,0,0,,0,0,0,18.0
4,Darren Waller,MIA,TE,4,NYJ,4,3,75.0,27,2,14,6.8,9.0,0,0,,0,0,0,17.7
5,Jake Ferguson,DAL,TE,4,GB,7,7,100.0,40,1,11,5.7,5.7,0,0,,0,0,0,17.0
6,Tommy Tremble,CAR,TE,4,NE,8,5,62.5,42,1,15,5.2,8.4,0,0,,0,0,0,15.2
7,Jake Tonges,SF,TE,4,JAX,5,3,60.0,58,1,23,11.6,19.3,0,0,,0,0,0,14.8
8,Trey McBride,ARI,TE,4,SEA,11,7,63.6,52,0,17,4.7,7.4,0,0,,0,0,0,12.2
9,AJ Barner,SEA,TE,4,ARI,3,3,100.0,32,1,16,10.7,10.7,0,0,,0,0,0,12.2
10,Hunter Henry,NE,TE,4,CAR,2,2,100.0,39,1,31,19.5,19.5,0,0,,0,0,0,11.9
11,Mason Taylor,NYJ,TE,4,MIA,7,5,71.4,65,0,27,9.3,13.0,0,0,,0,0,0,11.5
12,Mitchell Evans,CAR,TE,4,NE,4,3,75.0,23,1,16,5.8,7.7,0,0,,0,0,0,11.3
13,Hunter Long,JAX,TE,4,SF,3,3,100.0,23,1,11,7.7,7.7,0,0,,0,0,0,11.3
14,Theo Johnson,NYG,TE,4,LAC,5,3,60.0,17,1,10,3.4,5.7,0,0,,0,0,0,10.7
15,Tucker Kraft,GB,TE,4,DAL,5,5,100.0,56,0,16,11.2,11.2,0,0,,0,0,0,10.6
16,Brenton Strange,JAX,TE,4,SF,7,6,85.7,45,0,11,6.4,7.5,0,0,,0,0,0,10.5
17,Mark Andrews,BAL,TE,4,KC,8,7,87.5,30,0,7,3.8,4.3,0,0,,0,0,0,10.0
18,Dalton Kincaid,BUF,TE,4,NO,2,1,50.0,28,1,28,14.0,28.0,0,0,,0,0,0,9.8
19,Travis Kelce,KC,TE,4,BAL,5,5,100.0,48,0,15,9.6,9.6,0,0,,0,0,0,9.8
20,Brock Bowers,LV,TE,4,CHI,6,5,83.3,46,0,19,7.7,9.2,0,0,,0,0,0,9.6
21,Dalton Schultz,HOU,TE,4,TEN,6,5,83.3,30,0,9,5.0,6.0,0,0,,0,0,0,8.0
22,T.J. Hockenson,MIN,TE,4,PIT,5,4,80.0,39,0,14,7.8,9.8,0,0,,0,0,0,7.9
23,Cole Kmet,CHI,TE,4,LV,9,3,33.3,46,0,29,5.1,15.3,0,0,,0,0,0,7.6
24,Sam LaPorta,DET,TE,4,CLE,4,3,75.0,39,0,27,9.8,13.0,0,0,,0,0,0,6.9
25,Evan Engram,DEN,TE,4,CIN,7,4,57.1,29,0,11,4.1,7.2,0,0,,0,0,0,6.9
26,Elijah Arroyo,SEA,TE,4,ARI,4,2,50.0,44,0,32,11.0,22.0,0,0,,0,0,0,6.4
27,Zach Ertz,WAS,TE,4,ATL,4,2,50.0,21,0,14,5.2,10.5,0,0,,0,1,0,6.1
28,Juwan Johnson,NO,TE,4,BUF,3,3,100.0,28,0,17,9.3,9.3,0,0,,0,0,0,5.8
29,Adam Trautman,DEN,TE,4,CIN,3,2,66.7,32,0,26,10.7,16.0,0,0,,0,0,0,5.2
30,Darnell Washington,PIT,TE,4,MIN,3,3,100.0,20,0,8,6.7,6.7,0,0,,0,0,0,5.0
31,Harold Fannin Jr.,CLE,TE,4,DET,6,2,33.3,24,0,13,4.0,12.0,1,1,1.0,0,0,0,4.5
32,Tyler Higbee,LAR,TE,4,IND,5,2,40.0,25,0,16,5.0,12.5,0,0,,0,0,0,4.5
33,Cade Otton,TB,TE,4,PHI,4,3,75.0,9,0,6,2.2,3.0,0,0,,0,0,0,3.9
34,Colby Parkinson,LAR,TE,4,IND,2,2,100.0,17,0,9,8.5,8.5,0,0,,0,0,0,3.7
35,James Mitchell,CAR,TE,4,NE,2,2,100.0,17,0,9,8.5,8.5,0,0,,0,0,0,3.7
36,Oronde Gadsden,LAC,TE,4,NYG,3,2,66.7,16,0,11,5.3,8.0,0,0,,0,0,0,3.6
37,Austin Hooper,NE,TE,4,CAR,1,1,100.0,24,0,24,24.0,24.0,0,0,,0,0,0,3.4
38,Jeremy Ruckert,NYJ,TE,4,MIA,1,1,100.0,23,0,12,23.0,23.0,0,0,,0,0,0,3.3
39,David Njoku,CLE,TE,4,DET,3,2,66.7,11,0,9,3.7,5.5,0,0,,0,0,0,3.1
40,Julian Hill,MIA,TE,4,NYJ,2,1,50.0,19,0,19,9.5,19.0,0,0,,0,0,0,2.9
41,Luke Schoonmaker,DAL,TE,4,GB,2,2,100.0,8,0,5,4.0,4.0,0,0,,0,0,0,2.8
42,Jonnu Smith,PIT,TE,4,MIN,3,2,66.7,6,0,6,2.0,3.0,0,0,,0,0,0,2.6
43,Grant Calcaterra,PHI,TE,4,TB,2,1,50.0,16,0,16,8.0,16.0,0,0,,0,0,0,2.6
44,Nate Adkins,DEN,TE,4,CIN,3,2,66.7,5,0,7,1.7,2.5,0,0,,0,0,0,2.5
45,Jackson Hawes,BUF,TE,4,NO,1,1,100.0,15,0,15,15.0,15.0,0,0,,0,0,0,2.5
46,Daniel Bellinger,NYG,TE,4,LAC,1,1,100.0,13,0,13,13.0,13.0,0,0,,0,0,0,2.3
47,Gunnar Helm,TEN,TE,4,HOU,1,1,100.0,12,0,12,12.0,12.0,0,0,,0,0,0,2.2
48,Luke Farrell,SF,TE,4,JAX,2,2,100.0,20,0,11,10.0,10.0,0,0,,0,1,1,2.0
49,Mike Gesicki,CIN,TE,4,DEN,1,1,100.0,8,0,8,8.0,8.0,0,0,,0,0,0,1.8
50,Jack Stoll,NO,TE,4,BUF,1,1,100.0,7,0,7,7.0,7.0,0,0,,0,0,0,1.7
51,Luke Musgrave,GB,TE,4,DAL,1,1,100.0,6,0,6,6.0,6.0,0,0,,0,0,0,1.6
52,Chig Okonkwo,TEN,TE,4,HOU,3,1,33.3,4,0,4,1.3,4.0,0,0,,0,0,0,1.4
53,Tyler Conklin,LAC,TE,4,NYG,1,1,100.0,3,0,3,3.0,3.0,0,0,,0,0,0,1.3
54,Noah Gray,KC,TE,4,BAL,1,1,100.0,1,0,1,1.0,1.0,0,0,,0,0,0,1.1
55,Davis Allen,LAR,TE,4,IND,1,1,100.0,0,0,0,0.0,0.0,0,0,,0,0,0,1.0
56,Connor Heyward,PIT,TE,4,MIN,0,0,,0,0,0,,,1,2,2.0,0,0,0,0.2
57,Tucker Fisk,LAC,TE,4,NYG,1,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
58,Kylen Granson,PHI,TE,4,TB,0,0,,0,0,0,,,0,0,,0,0,0,0.0
59,Cameron Latu,PHI,TE,4,TB,0,0,,0,0,0,,,0,0,,0,0,0,0.0
60,Payne Durham,TB,TE,4,PHI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
61,Colson Yankoff,WAS,TE,4,ATL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
62,Feleipe Franks,ATL,TE,4,WAS,0,0,,0,0,0,,,0,0,,0,0,0,0.0
63,Charlie Woerner,ATL,TE,4,WAS,0,0,,0,0,0,,,0,0,,0,0,0,0.0
64,Teagan Quitoriano,ATL,TE,4,WAS,0,0,,0,0,0,,,0,0,,0,0,0,0.0
65,Ben Sinnott,WAS,TE,4,ATL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
66,Blake Whiteheart,CLE,TE,4,DET,1,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
67,Brock Wright,DET,TE,4,CLE,0,0,,0,0,0,,,0,0,,0,0,0,0.0
68,Ross Dwelley,DET,TE,4,CLE,0,0,,0,0,0,,,0,0,,0,0,0,0.0
69,Robert Tonyan,KC,TE,4,BAL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
70,Charlie Kolar,BAL,TE,4,KC,0,0,,0,0,0,,,0,0,,0,0,0,0.0
71,Isaiah Likely,BAL,TE,4,KC,0,0,,0,0,0,,,0,0,,0,0,0,0.0
72,Zaire Mitchell-Paden,BAL,TE,4,KC,0,0,,0,0,0,,,0,0,,0,0,0,0.0
73,Ben Sims,GB,TE,4,DAL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
74,John FitzPatrick,GB,TE,4,DAL,0,0,,0,0,0,,,0,0,,0,0,0,0.0
75,Brevyn Spann-Ford,DAL,TE,4,GB,0,0,,0,0,0,,,0,0,,0,0,0,0.0
76,Tanner Hudson,CIN,TE,4,DEN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
77,Drew Sample,CIN,TE,4,DEN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
78,Cam Grandy,CIN,TE,4,DEN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
79,Tanner Conner,MIA,TE,4,NYJ,0,0,,0,0,0,,,0,0,,0,0,0,0.0
80,Stone Smartt,NYJ,TE,4,MIA,0,0,,0,0,0,,,0,0,,0,0,0,0.0
81,Elijah Higgins,ARI,TE,4,SEA,0,0,,0,0,0,,,0,0,,0,0,0,0.0
82,Tip Reiman,ARI,TE,4,SEA,0,0,,0,0,0,,,0,0,,0,0,0,0.0
83,Eric Saubert,SEA,TE,4,ARI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
84,Stephen Carlson,CHI,TE,4,LV,0,0,,0,0,0,,,0,0,,0,0,0,0.0
85,Carter Runyon,LV,TE,4,CHI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
86,Ian Thomas,LV,TE,4,CHI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
87,Durham Smythe,CHI,TE,4,LV,0,0,,0,0,0,,,0,0,,0,0,0,0.0
88,Quintin Morris,JAX,TE,4,SF,0,0,,0,0,0,,,0,0,,0,0,0,0.0
89,Brayden Willis,SF,TE,4,JAX,0,0,,0,0,0,,,0,0,,0,0,0,0.0
90,Johnny Mundt,JAX,TE,4,SF,1,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
91,Drew Ogletree,IND,TE,4,LAR,0,0,,0,0,0,,,0,0,,0,0,0,0.0
92,Mo Alie-Cox,IND,TE,4,LAR,0,0,,0,0,0,,,0,0,,0,0,0,0.0
93,David Martin-Robinson,TEN,TE,4,HOU,0,0,,0,0,0,,,0,0,,0,0,0,0.0
94,Brenden Bates,HOU,TE,4,TEN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
95,Harrison Bryant,HOU,TE,4,TEN,0,0,,0,0,0,,,0,0,,0,0,0,0.0
96,Dawson Knox,BUF,TE,4,NO,1,0,0.0,0,0,0,0.0,,0,0,,0,0,0,0.0
97,Moliki Matavao,NO,TE,4,BUF,0,0,,0,0,0,,,0,0,,0,0,0,0.0
98,Devin Culp,TB,TE,4,PHI,0,0,,0,0,0,,,0,0,,0,0,0,0.0
99,Chris Manhertz,NYG,TE,4,LAC,0,0,,0,0,0,,,0,0,,0,0,0,0.0
100,Nick Vannett,MIN,TE,4,PIT,0,0,,0,0,0,,,0,0,,0,0,0,0.0
1,AJ Barner,SEA,TE,5,TB,7,7,100.0,53,2,11,7.6,7.6,0,0,,0,0,0,24.3
2,Jake Ferguson,DAL,TE,5,NYJ,9,7,77.8,49,2,26,5.4,7.0,0,0,,0,0,0,23.9
3,Theo Johnson,NYG,TE,5,NO,7,6,85.7,33,2,15,4.7,5.5,0,0,,0,0,0,21.3
4,Sam LaPorta,DET,TE,5,CIN,6,5,83.3,92,1,39,15.3,18.4,0,0,,0,0,0,20.2
5,Travis Kelce,KC,TE,5,JAX,8,7,87.5,61,1,14,7.6,8.7,0,0,,0,0,0,19.1
6,Darren Waller,MIA,TE,5,CAR,5,5,100.0,78,1,34,15.6,15.6,0,0,,0,0,0,18.8
7,David Njoku,CLE,TE,5,MIN,9,6,66.7,67,1,17,7.4,11.2,0,0,,0,0,0,18.7
8,Mason Taylor,NYJ,TE,5,DAL,12,9,75.0,67,0,11,5.6,7.4,0,0,,0,0,0,17.7
9,Jake Tonges,SF,TE,5,LAR,11,7,63.6,41,1,11,3.7,5.9,0,0,,0,0,0,17.1
10,Dalton Kincaid,BUF,TE,5,NE,6,6,100.0,108,0,23,18.0,18.0,0,0,,0,0,0,16.8
11,Tyler Warren,IND,TE,5,LV,4,4,100.0,44,1,19,11.0,11.0,0,0,,0,0,0,14.4
12,Evan Engram,DEN,TE,5,PHI,6,4,66.7,33,1,18,5.5,8.2,0,0,,0,0,0,13.3
13,Cade Otton,TB,TE,5,SEA,5,4,80.0,81,0,27,16.2,20.2,0,0,,0,0,0,12.1
14,Josh Oliver,MIN,TE,5,CLE,3,2,66.7,35,1,32,11.7,17.5,0,0,,0,0,0,11.5
15,Harold Fannin Jr.,CLE,TE,5,MIN,4,4,100.0,13,1,5,3.2,3.2,0,0,,0,0,0,11.3
16,Dalton Schultz,HOU,TE,5,BAL,6,5,83.3,60,0,21,10.0,12.0,0,0,,0,0,0,11.0
17,Dallas Goedert,PHI,TE,5,DEN,9,3,33.3,19,1,11,2.1,6.3,0,0,,0,0,0,10.9
18,T.J. Hockenson,MIN,TE,5,CLE,6,6,100.0,38,0,14,6.3,6.3,0,0,,0,0,0,9.8
19,Daniel Bellinger,NYG,TE,5,NO,4,4,100.0,52,0,18,13.0,13.0,0,0,,0,0,0,9.2
20,Trey McBride,ARI,TE,5,TEN,7,5,71.4,41,0,12,5.9,8.2,0,0,,0,0,0,9.1
21,Brock Wright,DET,TE,5,CIN,3,2,66.7,9,1,6,3.0,4.5,0,0,,0,0,0,8.9
22,Chig Okonkwo,TEN,TE,5,ARI,5,4,80.0,48,0,16,9.6,12.0,0,0,,0,0,0,8.8
23,Albert Okwuegbunam,LV,TE,5,IND,6,5,83.3,36,0,16,6.0,7.2,0,0,,0,0,0,8.6
24,Gunnar Helm,TEN,TE,5,ARI,5,4,80.0,34,0,19,6.8,8.5,0,0,,0,0,0,7.4
25,Mitchell Evans,CAR,TE,5,MIA,1,1,100.0,4,1,4,4.0,4.0,0,0,,0,0,0,7.4
26,Jeremy Ruckert,NYJ,TE,5,DAL,4,4,100.0,28,0,9,7.0,7.0,0,0,,0,0,0,6.8
27,Hunter Henry,NE,TE,5,BUF,4,2,50.0,46,0,24,11.5,23.0,0,0,,0,0,0,6.6
28,Julian Hill,MIA,TE,5,CAR,5,4,80.0,22,0,8,4.4,5.5,0,0,,0,0,0,6.2
29,Tyler Conklin,LAC,TE,5,WAS,3,2,66.7,30,0,21,10.0,15.0,0,0,,0,0,0,5.0
30,Ian Thomas,LV,TE,5,IND,3,3,100.0,20,0,10,6.7,6.7,0,0,,0,0,0,5.0
31,Davis Allen,LAR,TE,5,SF,2,2,100.0,24,0,20,12.0,12.0,0,0,,0,0,0,4.4
32,Brenden Bates,HOU,TE,5,BAL,2,2,100.0,23,0,19,11.5,11.5,0,0,,0,0,0,4.3
33,Mark Andrews,BAL,TE,5,HOU,3,2,66.7,22,0,12,7.3,11.0,0,0,,0,0,0,4.2
34,Grant Calcaterra,PHI,TE,5,DEN,2,2,100.0,18,0,11,9.0,9.0,0,0,,0,0,0,3.8
35,Juwan Johnson,NO,TE,5,NYG,4,2,50.0,17,0,19,4.2,8.5,0,0,,0,0,0,3.7
36,Tanner Conner,MIA,TE,5,CAR,2,2,100.0,16,0,15,8.0,8.0,0,0,,0,0,0,3.6
37,Mike Gesicki,CIN,TE,5,DET,5,2,40.0,15,0,15,3.0,7.5,0,0,,0,0,0,3.5
38,Dawson Knox,BUF,TE,5,NE,2,2,100.0,15,0,8,7.5,7.5,0,0,,0,0,0,3.5
39,Brenton Strange,JAX,TE,5,KC,1,1,100.0,22,0,22,22.0,22.0,0,0,,0,0,0,3.2
40,Terrance Ferguson,LAR,TE,5,SF,1,1,100.0,21,0,21,21.0,21.0,0,0,,0,0,0,3.1
41,Elijah Higgins,ARI,TE,5,TEN,2,2,100.0,10,0,7,5.0,5.0,0,0,,0,0,0,3.0
42,Oronde Gadsden,LAC,TE,5,WAS,1,1,100.0,14,0,14,14.0,14.0,0,0,,0,0,0,2.4
43,Isaiah Likely,BAL,TE,5,HOU,1,1,100.0,12,0,12,12.0,12.0,0,0,,0,0,0,2.2
44,James Mitchell,CAR,TE,5,MIA,1,1,100.0,11,0,11,11.0,11.0,0,0,,0,0,0,2.1
45,Adam Trautman,DEN,TE,5,PHI,1,1,100.0,11,0,11,11.0,11.0,0,0,,0,0,0,2.1
